"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"28.05.2016 15:30 - 28.05.2016 16:00","32455","34934"
"28.05.2016 16:00 - 28.05.2016 16:30","32782","35757"
"28.05.2016 16:30 - 28.05.2016 17:00","32799","35941"
"28.05.2016 17:00 - 28.05.2016 17:30","32581","35944"
"28.05.2016 17:30 - 28.05.2016 18:00","32298","35619"
"28.05.2016 18:00 - 28.05.2016 18:30","31888","35420"
"28.05.2016 18:30 - 28.05.2016 19:00","31181","34767"
"28.05.2016 19:00 - 28.05.2016 19:30","30397","34071"
"28.05.2016 19:30 - 28.05.2016 20:00","30285","33668"
"28.05.2016 20:00 - 28.05.2016 20:30","30830","33434"
"28.05.2016 20:30 - 28.05.2016 21:00","30620","33593"
"28.05.2016 21:00 - 28.05.2016 21:30","29603","32643"
"28.05.2016 21:30 - 28.05.2016 22:00","28295","31598"
"28.05.2016 22:00 - 28.05.2016 22:30","26864","30226"
"28.05.2016 22:30 - 28.05.2016 23:00","25602","28978"
"28.05.2016 23:00 - 28.05.2016 23:30","24421","27843"
"28.05.2016 23:30 - 29.05.2016 00:00","23631","26826"
"29.05.2016 00:00 - 29.05.2016 00:30","22829","26793"
"29.05.2016 00:30 - 29.05.2016 01:00","22828","25644"
"29.05.2016 01:00 - 29.05.2016 01:30","22347","24978"
"29.05.2016 01:30 - 29.05.2016 02:00","21977","24186"
"29.05.2016 02:00 - 29.05.2016 02:30","21663","22598"
"29.05.2016 02:30 - 29.05.2016 03:00","21457","22183"
"29.05.2016 03:00 - 29.05.2016 03:30","21154","21957"
"29.05.2016 03:30 - 29.05.2016 04:00","20784","21116"
"29.05.2016 04:00 - 29.05.2016 04:30","20872","21026"
"29.05.2016 04:30 - 29.05.2016 05:00","21948","21188"
"29.05.2016 05:00 - 29.05.2016 05:30","23895","22309"
"29.05.2016 05:30 - 29.05.2016 06:00","25876","23248"
"29.05.2016 06:00 - 29.05.2016 06:30","27265","25880"
"29.05.2016 06:30 - 29.05.2016 07:00","27406","28140"
"29.05.2016 07:00 - 29.05.2016 07:30","27010","30014"
"29.05.2016 07:30 - 29.05.2016 08:00","27664","31361"
"29.05.2016 08:00 - 29.05.2016 08:30","29492","32904"
"29.05.2016 08:30 - 29.05.2016 09:00","31070","33872"
"29.05.2016 09:00 - 29.05.2016 09:30","32099","35594"
"29.05.2016 09:30 - 29.05.2016 10:00","32514","36110"
"29.05.2016 10:00 - 29.05.2016 10:30","32956","36262"
"29.05.2016 10:30 - 29.05.2016 11:00","33430","36461"
"29.05.2016 11:00 - 29.05.2016 11:30","33418","36426"
"29.05.2016 11:30 - 29.05.2016 12:00","33132","36113"
"29.05.2016 12:00 - 29.05.2016 12:30","32708","35309"
"29.05.2016 12:30 - 29.05.2016 13:00","32471","34566"
"29.05.2016 13:00 - 29.05.2016 13:30","32192","33926"
"29.05.2016 13:30 - 29.05.2016 14:00","31813","33387"
"29.05.2016 14:00 - 29.05.2016 14:30","31683","33027"
"29.05.2016 14:30 - 29.05.2016 15:00","32053","33020"
"29.05.2016 15:00 - 29.05.2016 15:30","32393","33058"
"29.05.2016 15:30 - 29.05.2016 16:00","32546","33537"
"29.05.2016 16:00 - 29.05.2016 16:30","32527","34165"
"29.05.2016 16:30 - 29.05.2016 17:00","32575","34298"
"29.05.2016 17:00 - 29.05.2016 17:30","32541","34491"
"29.05.2016 17:30 - 29.05.2016 18:00","32315","34346"
"29.05.2016 18:00 - 29.05.2016 18:30","32060","34146"
"29.05.2016 18:30 - 29.05.2016 19:00","31807","33589"
"29.05.2016 19:00 - 29.05.2016 19:30","31530","33142"
"29.05.2016 19:30 - 29.05.2016 20:00","30877","32746"
"29.05.2016 20:00 - 29.05.2016 20:30","30556","32900"
"29.05.2016 20:30 - 29.05.2016 21:00","30298","33166"
"29.05.2016 21:00 - 29.05.2016 21:30","29254","32637"
"29.05.2016 21:30 - 29.05.2016 22:00","27657","31557"
"29.05.2016 22:00 - 29.05.2016 22:30","26111","29325"
"29.05.2016 22:30 - 29.05.2016 23:00","24827","28154"
"29.05.2016 23:00 - 29.05.2016 23:30","23453","26635"
"29.05.2016 23:30 - 30.05.2016 00:00","22152","26039"
"30.05.2016 00:00 - 30.05.2016 00:30","22951","26016"
"30.05.2016 00:30 - 30.05.2016 01:00","23227","25301"
"30.05.2016 01:00 - 30.05.2016 01:30","22921","23937"
"30.05.2016 01:30 - 30.05.2016 02:00","22610","23319"
"30.05.2016 02:00 - 30.05.2016 02:30","22399","22341"
"30.05.2016 02:30 - 30.05.2016 03:00","22287","21987"
"30.05.2016 03:00 - 30.05.2016 03:30","21941","21706"
"30.05.2016 03:30 - 30.05.2016 04:00","21599","21054"
"30.05.2016 04:00 - 30.05.2016 04:30","21717","21187"
"30.05.2016 04:30 - 30.05.2016 05:00","22396","21711"
"30.05.2016 05:00 - 30.05.2016 05:30","23597","23025"
"30.05.2016 05:30 - 30.05.2016 06:00","24891","24095"
"30.05.2016 06:00 - 30.05.2016 06:30","26356","25804"
"30.05.2016 06:30 - 30.05.2016 07:00","27742","27558"
"30.05.2016 07:00 - 30.05.2016 07:30","29271","30574"
"30.05.2016 07:30 - 30.05.2016 08:00","30636","31924"
"30.05.2016 08:00 - 30.05.2016 08:30","32002","33916"
"30.05.2016 08:30 - 30.05.2016 09:00","32990","35036"
"30.05.2016 09:00 - 30.05.2016 09:30","33542","36710"
"30.05.2016 09:30 - 30.05.2016 10:00","33854","37163"
"30.05.2016 10:00 - 30.05.2016 10:30","33985","37416"
"30.05.2016 10:30 - 30.05.2016 11:00","34173","37701"
"30.05.2016 11:00 - 30.05.2016 11:30","34123","37880"
"30.05.2016 11:30 - 30.05.2016 12:00","33840","37671"
"30.05.2016 12:00 - 30.05.2016 12:30","33418","37312"
"30.05.2016 12:30 - 30.05.2016 13:00","33114","36757"
"30.05.2016 13:00 - 30.05.2016 13:30","32867","36295"
"30.05.2016 13:30 - 30.05.2016 14:00","32781","35682"
"30.05.2016 14:00 - 30.05.2016 14:30","32716","35239"
"30.05.2016 14:30 - 30.05.2016 15:00","33058","35134"
"30.05.2016 15:00 - 30.05.2016 15:30","33642","35237"
"30.05.2016 15:30 - 30.05.2016 16:00","34398","35779"
"30.05.2016 16:00 - 30.05.2016 16:30","34831","36637"
"30.05.2016 16:30 - 30.05.2016 17:00","34835","37015"
"30.05.2016 17:00 - 30.05.2016 17:30","34515","36715"
"30.05.2016 17:30 - 30.05.2016 18:00","34078","36528"
"30.05.2016 18:00 - 30.05.2016 18:30","33547","36086"
"30.05.2016 18:30 - 30.05.2016 19:00","33031","35712"
"30.05.2016 19:00 - 30.05.2016 19:30","32451","35079"
"30.05.2016 19:30 - 30.05.2016 20:00","31974","34638"
"30.05.2016 20:00 - 30.05.2016 20:30","32033","34593"
"30.05.2016 20:30 - 30.05.2016 21:00","31693","34344"
"30.05.2016 21:00 - 30.05.2016 21:30","30541","33642"
"30.05.2016 21:30 - 30.05.2016 22:00","28720","32134"
"30.05.2016 22:00 - 30.05.2016 22:30","26958","29809"
"30.05.2016 22:30 - 30.05.2016 23:00","25491","28233"
"30.05.2016 23:00 - 30.05.2016 23:30","23931","25946"
"30.05.2016 23:30 - 31.05.2016 00:00","22459","24783"
"31.05.2016 00:00 - 31.05.2016 00:30","22942","24718"
"31.05.2016 00:30 - 31.05.2016 01:00","23624","23175"
"31.05.2016 01:00 - 31.05.2016 01:30","23313","22250"
"31.05.2016 01:30 - 31.05.2016 02:00","23006","21736"
"31.05.2016 02:00 - 31.05.2016 02:30","22820","21451"
"31.05.2016 02:30 - 31.05.2016 03:00","22781","21038"
"31.05.2016 03:00 - 31.05.2016 03:30","22536","21123"
"31.05.2016 03:30 - 31.05.2016 04:00","22401","20933"
"31.05.2016 04:00 - 31.05.2016 04:30","23005","21400"
"31.05.2016 04:30 - 31.05.2016 05:00","24850","22961"
"31.05.2016 05:00 - 31.05.2016 05:30","27595","27248"
"31.05.2016 05:30 - 31.05.2016 06:00","30241","29688"
"31.05.2016 06:00 - 31.05.2016 06:30","32737","33686"
"31.05.2016 06:30 - 31.05.2016 07:00","34733","35965"
"31.05.2016 07:00 - 31.05.2016 07:30","36275","38488"
"31.05.2016 07:30 - 31.05.2016 08:00","37118","39690"
"31.05.2016 08:00 - 31.05.2016 08:30","37553","40683"
"31.05.2016 08:30 - 31.05.2016 09:00","37756","41130"
"31.05.2016 09:00 - 31.05.2016 09:30","38131","41221"
"31.05.2016 09:30 - 31.05.2016 10:00","38657","41511"
"31.05.2016 10:00 - 31.05.2016 10:30","38947","41389"
"31.05.2016 10:30 - 31.05.2016 11:00","39269","41573"
"31.05.2016 11:00 - 31.05.2016 11:30","39382","42376"
"31.05.2016 11:30 - 31.05.2016 12:00","39080","42304"
"31.05.2016 12:00 - 31.05.2016 12:30","38597","42001"
"31.05.2016 12:30 - 31.05.2016 13:00","38476","41666"
"31.05.2016 13:00 - 31.05.2016 13:30","38408","41476"
"31.05.2016 13:30 - 31.05.2016 14:00","38342","41338"
"31.05.2016 14:00 - 31.05.2016 14:30","38449","40721"
"31.05.2016 14:30 - 31.05.2016 15:00","38643","40694"
"31.05.2016 15:00 - 31.05.2016 15:30","38994","41430"
"31.05.2016 15:30 - 31.05.2016 16:00","39341","42086"
"31.05.2016 16:00 - 31.05.2016 16:30","39219","42381"
"31.05.2016 16:30 - 31.05.2016 17:00","38837","42158"
"31.05.2016 17:00 - 31.05.2016 17:30","38493","42008"
"31.05.2016 17:30 - 31.05.2016 18:00","38041","41699"
"31.05.2016 18:00 - 31.05.2016 18:30","37315","41219"
"31.05.2016 18:30 - 31.05.2016 19:00","36438","24718"
"31.05.2016 19:00 - 31.05.2016 19:30","35579","39894"
"31.05.2016 19:30 - 31.05.2016 20:00","34830","39194"
"31.05.2016 20:00 - 31.05.2016 20:30","34454","38375"
"31.05.2016 20:30 - 31.05.2016 21:00","33901","38028"
"31.05.2016 21:00 - 31.05.2016 21:30","32250","38028"
"31.05.2016 21:30 - 31.05.2016 22:00","30023","35587"
"31.05.2016 22:00 - 31.05.2016 22:30","28041","33864"
"31.05.2016 22:30 - 31.05.2016 23:00","26540","33864"
"31.05.2016 23:00 - 31.05.2016 23:30","24930","29948"
"31.05.2016 23:30 - 01.06.2016 00:00","23463","27653"
"01.06.2016 00:00 - 01.06.2016 00:30","22771","26536"
"01.06.2016 00:30 - 01.06.2016 01:00","24403","25935"
"01.06.2016 01:00 - 01.06.2016 01:30","24021","25983"
"01.06.2016 01:30 - 01.06.2016 02:00","23613","25306"
"01.06.2016 02:00 - 01.06.2016 02:30","23275","24990"
"01.06.2016 02:30 - 01.06.2016 03:00","22919","22665"
"01.06.2016 03:00 - 01.06.2016 03:30","22813","23990"
"01.06.2016 03:30 - 01.06.2016 04:00","22480","23711"
"01.06.2016 04:00 - 01.06.2016 04:30","22835","24228"
"01.06.2016 04:30 - 01.06.2016 05:00","23972","24160"
"01.06.2016 05:00 - 01.06.2016 05:30","26796","29405"
"01.06.2016 05:30 - 01.06.2016 06:00","29723","29252"
"01.06.2016 06:00 - 01.06.2016 06:30","33215","32071"
"01.06.2016 06:30 - 01.06.2016 07:00","35361","36638"
"01.06.2016 07:00 - 01.06.2016 07:30","36625","39600"
"01.06.2016 07:30 - 01.06.2016 08:00","36987","40463"
"01.06.2016 08:00 - 01.06.2016 08:30","37835","41389"
"01.06.2016 08:30 - 01.06.2016 09:00","38373","41931"
"01.06.2016 09:00 - 01.06.2016 09:30","38767","42086"
"01.06.2016 09:30 - 01.06.2016 10:00","38969","42359"
"01.06.2016 10:00 - 01.06.2016 10:30","39218","42714"
"01.06.2016 10:30 - 01.06.2016 11:00","39462","43152"
"01.06.2016 11:00 - 01.06.2016 11:30","39712","43414"
"01.06.2016 11:30 - 01.06.2016 12:00","39353","43226"
"01.06.2016 12:00 - 01.06.2016 12:30","39339","42698"
"01.06.2016 12:30 - 01.06.2016 13:00","39090","42546"
"01.06.2016 13:00 - 01.06.2016 13:30","38976","42160"
"01.06.2016 13:30 - 01.06.2016 14:00","38591","41824"
"01.06.2016 14:00 - 01.06.2016 14:30","38483","41690"
"01.06.2016 14:30 - 01.06.2016 15:00","38619","41679"
"01.06.2016 15:00 - 01.06.2016 15:30","39160","42039"
"01.06.2016 15:30 - 01.06.2016 16:00","39558","42560"
"01.06.2016 16:00 - 01.06.2016 16:30","39651","42753"
"01.06.2016 16:30 - 01.06.2016 17:00","39245","42729"
"01.06.2016 17:00 - 01.06.2016 17:30","38758","42399"
"01.06.2016 17:30 - 01.06.2016 18:00","38262","41434"
"01.06.2016 18:00 - 01.06.2016 18:30","37586","41317"
"01.06.2016 18:30 - 01.06.2016 19:00","36902","40522"
"01.06.2016 19:00 - 01.06.2016 19:30","35990","39782"
"01.06.2016 19:30 - 01.06.2016 20:00","35289","38959"
"01.06.2016 20:00 - 01.06.2016 20:30","34666","38455"
"01.06.2016 20:30 - 01.06.2016 21:00","34130","37526"
"01.06.2016 21:00 - 01.06.2016 21:30","32770","36027"
"01.06.2016 21:30 - 01.06.2016 22:00","30972","34009"
"01.06.2016 22:00 - 01.06.2016 22:30","29002","31337"
"01.06.2016 22:30 - 01.06.2016 23:00","27358","29495"
"01.06.2016 23:00 - 01.06.2016 23:30","26001","26595"
"01.06.2016 23:30 - 02.06.2016 00:00","24357","25393"
"02.06.2016 00:00 - 02.06.2016 00:30","24053","25389"
"02.06.2016 00:30 - 02.06.2016 01:00","24761","24611"
"02.06.2016 01:00 - 02.06.2016 01:30","24261","23983"
"02.06.2016 01:30 - 02.06.2016 02:00","23993","23667"
"02.06.2016 02:00 - 02.06.2016 02:30","23706","23359"
"02.06.2016 02:30 - 02.06.2016 03:00","23444","23192"
"02.06.2016 03:00 - 02.06.2016 03:30","23067","23035"
"02.06.2016 03:30 - 02.06.2016 04:00","23002","22828"
"02.06.2016 04:00 - 02.06.2016 04:30","23677","23352"
"02.06.2016 04:30 - 02.06.2016 05:00","25555","24764"
"02.06.2016 05:00 - 02.06.2016 05:30","28590","29411"
"02.06.2016 05:30 - 02.06.2016 06:00","31848","32123"
"02.06.2016 06:00 - 02.06.2016 06:30","34590","35749"
"02.06.2016 06:30 - 02.06.2016 07:00","36024","37943"
"02.06.2016 07:00 - 02.06.2016 07:30","36746","39940"
"02.06.2016 07:30 - 02.06.2016 08:00","37301","40942"
"02.06.2016 08:00 - 02.06.2016 08:30","37949","41843"
"02.06.2016 08:30 - 02.06.2016 09:00","38312","42244"
"02.06.2016 09:00 - 02.06.2016 09:30","38621","42638"
"02.06.2016 09:30 - 02.06.2016 10:00","39026","42759"
"02.06.2016 10:00 - 02.06.2016 10:30","39180","42883"
"02.06.2016 10:30 - 02.06.2016 11:00","39300","43157"
"02.06.2016 11:00 - 02.06.2016 11:30","39451","43233"
"02.06.2016 11:30 - 02.06.2016 12:00","39399","41488"
"02.06.2016 12:00 - 02.06.2016 12:30","39077","40829"
"02.06.2016 12:30 - 02.06.2016 13:00","38812","40829"
"02.06.2016 13:00 - 02.06.2016 13:30","38435","41662"
"02.06.2016 13:30 - 02.06.2016 14:00","37998","41187"
"02.06.2016 14:00 - 02.06.2016 14:30","37884","40967"
"02.06.2016 14:30 - 02.06.2016 15:00","38188","41226"
"02.06.2016 15:00 - 02.06.2016 15:30","38590","41917"
"02.06.2016 15:30 - 02.06.2016 16:00","38933","42279"
"02.06.2016 16:00 - 02.06.2016 16:30","38743","42731"
"02.06.2016 16:30 - 02.06.2016 17:00","38183","42605"
"02.06.2016 17:00 - 02.06.2016 17:30","37819","42320"
"02.06.2016 17:30 - 02.06.2016 18:00","37498","41996"
"02.06.2016 18:00 - 02.06.2016 18:30","36841","41386"
"02.06.2016 18:30 - 02.06.2016 19:00","36126","40737"
"02.06.2016 19:00 - 02.06.2016 19:30","35453","40082"
"02.06.2016 19:30 - 02.06.2016 20:00","34989","39087"
"02.06.2016 20:00 - 02.06.2016 20:30","34794","38475"
"02.06.2016 20:30 - 02.06.2016 21:00","34328","37685"
"02.06.2016 21:00 - 02.06.2016 21:30","32987","36636"
"02.06.2016 21:30 - 02.06.2016 22:00","30808","34803"
"02.06.2016 22:00 - 02.06.2016 22:30","28701","32509"
"02.06.2016 22:30 - 02.06.2016 23:00","26913","30671"
"02.06.2016 23:00 - 02.06.2016 23:30","25395","28175"
"02.06.2016 23:30 - 03.06.2016 00:00","24118","27373"
"03.06.2016 00:00 - 03.06.2016 00:30","23973","27358"
"03.06.2016 00:30 - 03.06.2016 01:00","24328","26404"
"03.06.2016 01:00 - 03.06.2016 01:30","23905","25892"
"03.06.2016 01:30 - 03.06.2016 02:00","23673","25488"
"03.06.2016 02:00 - 03.06.2016 02:30","23537","25002"
"03.06.2016 02:30 - 03.06.2016 03:00","23520","24841"
"03.06.2016 03:00 - 03.06.2016 03:30","23356","24713"
"03.06.2016 03:30 - 03.06.2016 04:00","23314","24396"
"03.06.2016 04:00 - 03.06.2016 04:30","23933","25025"
"03.06.2016 04:30 - 03.06.2016 05:00","25706","26147"
"03.06.2016 05:00 - 03.06.2016 05:30","28547","30069"
"03.06.2016 05:30 - 03.06.2016 06:00","31647","33334"
"03.06.2016 06:00 - 03.06.2016 06:30","34496","36417"
"03.06.2016 06:30 - 03.06.2016 07:00","36217","38581"
"03.06.2016 07:00 - 03.06.2016 07:30","36976","40573"
"03.06.2016 07:30 - 03.06.2016 08:00","37398","41536"
"03.06.2016 08:00 - 03.06.2016 08:30","37964","42251"
"03.06.2016 08:30 - 03.06.2016 09:00","38248","42577"
"03.06.2016 09:00 - 03.06.2016 09:30","38327","42695"
"03.06.2016 09:30 - 03.06.2016 10:00","38603","42890"
"03.06.2016 10:00 - 03.06.2016 10:30","38961","42994"
"03.06.2016 10:30 - 03.06.2016 11:00","39181","42945"
"03.06.2016 11:00 - 03.06.2016 11:30","39102","42958"
"03.06.2016 11:30 - 03.06.2016 12:00","38780","42859"
"03.06.2016 12:00 - 03.06.2016 12:30","38251","42012"
"03.06.2016 12:30 - 03.06.2016 13:00","37767","41363"
"03.06.2016 13:00 - 03.06.2016 13:30","37327","41043"
"03.06.2016 13:30 - 03.06.2016 14:00","37089","40502"
"03.06.2016 14:00 - 03.06.2016 14:30","36943","40158"
"03.06.2016 14:30 - 03.06.2016 15:00","36943","39989"
"03.06.2016 15:00 - 03.06.2016 15:30","37156","40174"
"03.06.2016 15:30 - 03.06.2016 16:00","37491","40591"
"03.06.2016 16:00 - 03.06.2016 16:30","37429","40691"
"03.06.2016 16:30 - 03.06.2016 17:00","36907","40521"
"03.06.2016 17:00 - 03.06.2016 17:30","36402","39722"
"03.06.2016 17:30 - 03.06.2016 18:00","35875","40037"
"03.06.2016 18:00 - 03.06.2016 18:30","35278","39514"
"03.06.2016 18:30 - 03.06.2016 19:00","34595","38966"
"03.06.2016 19:00 - 03.06.2016 19:30","33965","38220"
"03.06.2016 19:30 - 03.06.2016 20:00","33383","37424"
"03.06.2016 20:00 - 03.06.2016 20:30","33154","37059"
"03.06.2016 20:30 - 03.06.2016 21:00","32778","36691"
"03.06.2016 21:00 - 03.06.2016 21:30","31517","35817"
"03.06.2016 21:30 - 03.06.2016 22:00","29774","34180"
"03.06.2016 22:00 - 03.06.2016 22:30","28018","32088"
"03.06.2016 22:30 - 03.06.2016 23:00","26452","30515"
"03.06.2016 23:00 - 03.06.2016 23:30","24934","28225"
"03.06.2016 23:30 - 04.06.2016 00:00","23707","27344"
"04.06.2016 00:00 - 04.06.2016 00:30","23573","27321"
"04.06.2016 00:30 - 04.06.2016 01:00","23807","25371"
"04.06.2016 01:00 - 04.06.2016 01:30","23346","24952"
"04.06.2016 01:30 - 04.06.2016 02:00","22982","24386"
"04.06.2016 02:00 - 04.06.2016 02:30","22751","23888"
"04.06.2016 02:30 - 04.06.2016 03:00","22686","23510"
"04.06.2016 03:00 - 04.06.2016 03:30","22317","23242"
"04.06.2016 03:30 - 04.06.2016 04:00","21988","22785"
"04.06.2016 04:00 - 04.06.2016 04:30","22164","23045"
"04.06.2016 04:30 - 04.06.2016 05:00","22924","23356"
"04.06.2016 05:00 - 04.06.2016 05:30","24083","25380"
"04.06.2016 05:30 - 04.06.2016 06:00","25567","27223"
"04.06.2016 06:00 - 04.06.2016 06:30","27376","30007"
"04.06.2016 06:30 - 04.06.2016 07:00","29159","31669"
"04.06.2016 07:00 - 04.06.2016 07:30","30825","34109"
"04.06.2016 07:30 - 04.06.2016 08:00","31983","35335"
"04.06.2016 08:00 - 04.06.2016 08:30","32981","36579"
"04.06.2016 08:30 - 04.06.2016 09:00","33583","37171"
"04.06.2016 09:00 - 04.06.2016 09:30","33891","37767"
"04.06.2016 09:30 - 04.06.2016 10:00","34072","37941"
"04.06.2016 10:00 - 04.06.2016 10:30","34101","37953"
"04.06.2016 10:30 - 04.06.2016 11:00","34079","37921"
"04.06.2016 11:00 - 04.06.2016 11:30","34018","38077"
"04.06.2016 11:30 - 04.06.2016 12:00","33618","37841"
"04.06.2016 12:00 - 04.06.2016 12:30","32984","37367"
"04.06.2016 12:30 - 04.06.2016 13:00","32469","36936"
"04.06.2016 13:00 - 04.06.2016 13:30","32036","36364"
"04.06.2016 13:30 - 04.06.2016 14:00","31790","35895"
"04.06.2016 14:00 - 04.06.2016 14:30","31548","35636"
"04.06.2016 14:30 - 04.06.2016 15:00","31559","35438"
"04.06.2016 15:00 - 04.06.2016 15:30","31972","35746"
"04.06.2016 15:30 - 04.06.2016 16:00","32608","36351"
"04.06.2016 16:00 - 04.06.2016 16:30","32913","36794"
"04.06.2016 16:30 - 04.06.2016 17:00","32868","36942"
"04.06.2016 17:00 - 04.06.2016 17:30","32576","37000"
"04.06.2016 17:30 - 04.06.2016 18:00","32287","37065"
"04.06.2016 18:00 - 04.06.2016 18:30","31757","36763"
"04.06.2016 18:30 - 04.06.2016 19:00","31027","36250"
"04.06.2016 19:00 - 04.06.2016 19:30","30550","35708"
"04.06.2016 19:30 - 04.06.2016 20:00","30256","35091"
"04.06.2016 20:00 - 04.06.2016 20:30","30332","34536"
"04.06.2016 20:30 - 04.06.2016 21:00","30309","34495"
"04.06.2016 21:00 - 04.06.2016 21:30","29660","34096"
"04.06.2016 21:30 - 04.06.2016 22:00","28355","32998"
"04.06.2016 22:00 - 04.06.2016 22:30","26847","30493"
"04.06.2016 22:30 - 04.06.2016 23:00","25591","28942"
"04.06.2016 23:00 - 04.06.2016 23:30","24161","27686"
"04.06.2016 23:30 - 05.06.2016 00:00","22799","26785"
"05.06.2016 00:00 - 05.06.2016 00:30","23137","26773"
"05.06.2016 00:30 - 05.06.2016 01:00","23003","25165"
"05.06.2016 01:00 - 05.06.2016 01:30","22441","24700"
"05.06.2016 01:30 - 05.06.2016 02:00","22042","24131"
"05.06.2016 02:00 - 05.06.2016 02:30","21751","23455"
"05.06.2016 02:30 - 05.06.2016 03:00","21431","23206"
"05.06.2016 03:00 - 05.06.2016 03:30","20738","22645"
"05.06.2016 03:30 - 05.06.2016 04:00","20184","22100"
"05.06.2016 04:00 - 05.06.2016 04:30","20286","22101"
"05.06.2016 04:30 - 05.06.2016 05:00","20900","22380"
"05.06.2016 05:00 - 05.06.2016 05:30","21889","23390"
"05.06.2016 05:30 - 05.06.2016 06:00","22850","24449"
"05.06.2016 06:00 - 05.06.2016 06:30","23987","25609"
"05.06.2016 06:30 - 05.06.2016 07:00","25222","27369"
"05.06.2016 07:00 - 05.06.2016 07:30","26695","30217"
"05.06.2016 07:30 - 05.06.2016 08:00","28149","31754"
"05.06.2016 08:00 - 05.06.2016 08:30","29561","34241"
"05.06.2016 08:30 - 05.06.2016 09:00","30766","35199"
"05.06.2016 09:00 - 05.06.2016 09:30","31696","35808"
"05.06.2016 09:30 - 05.06.2016 10:00","32268","35862"
"05.06.2016 10:00 - 05.06.2016 10:30","32557","35796"
"05.06.2016 10:30 - 05.06.2016 11:00","32885","35699"
"05.06.2016 11:00 - 05.06.2016 11:30","33029","35610"
"05.06.2016 11:30 - 05.06.2016 12:00","32991","35357"
"05.06.2016 12:00 - 05.06.2016 12:30","32668","34811"
"05.06.2016 12:30 - 05.06.2016 13:00","32295","34376"
"05.06.2016 13:00 - 05.06.2016 13:30","31831","33989"
"05.06.2016 13:30 - 05.06.2016 14:00","31616","33572"
"05.06.2016 14:00 - 05.06.2016 14:30","31591","33484"
"05.06.2016 14:30 - 05.06.2016 15:00","31670","33763"
"05.06.2016 15:00 - 05.06.2016 15:30","31875","34311"
"05.06.2016 15:30 - 05.06.2016 16:00","32283","34965"
"05.06.2016 16:00 - 05.06.2016 16:30","32466","36027"
"05.06.2016 16:30 - 05.06.2016 17:00","32480","36256"
"05.06.2016 17:00 - 05.06.2016 17:30","32543","36601"
"05.06.2016 17:30 - 05.06.2016 18:00","32503","36814"
"05.06.2016 18:00 - 05.06.2016 18:30","32236","37046"
"05.06.2016 18:30 - 05.06.2016 19:00","31966","36563"
"05.06.2016 19:00 - 05.06.2016 19:30","31596","36081"
"05.06.2016 19:30 - 05.06.2016 20:00","31032","35552"
"05.06.2016 20:00 - 05.06.2016 20:30","30824","35174"
"05.06.2016 20:30 - 05.06.2016 21:00","30785","34927"
"05.06.2016 21:00 - 05.06.2016 21:30","30037","34773"
"05.06.2016 21:30 - 05.06.2016 22:00","28204","33297"
"05.06.2016 22:00 - 05.06.2016 22:30","26353","30797"
"05.06.2016 22:30 - 05.06.2016 23:00","25087","28526"
"05.06.2016 23:00 - 05.06.2016 23:30","23760","27005"
"05.06.2016 23:30 - 06.06.2016 00:00","22397","25928"
"06.06.2016 00:00 - 06.06.2016 00:30","23639","25886"
"06.06.2016 00:30 - 06.06.2016 01:00","23492","25183"
"06.06.2016 01:00 - 06.06.2016 01:30","23074","24387"
"06.06.2016 01:30 - 06.06.2016 02:00","22767","23958"
"06.06.2016 02:00 - 06.06.2016 02:30","22575","24020"
"06.06.2016 02:30 - 06.06.2016 03:00","22404","23806"
"06.06.2016 03:00 - 06.06.2016 03:30","21947","23349"
"06.06.2016 03:30 - 06.06.2016 04:00","21857","23095"
"06.06.2016 04:00 - 06.06.2016 04:30","22722","23807"
"06.06.2016 04:30 - 06.06.2016 05:00","24829","25650"
"06.06.2016 05:00 - 06.06.2016 05:30","27959","29752"
"06.06.2016 05:30 - 06.06.2016 06:00","31349","32592"
"06.06.2016 06:00 - 06.06.2016 06:30","34336","36863"
"06.06.2016 06:30 - 06.06.2016 07:00","35947","38874"
"06.06.2016 07:00 - 06.06.2016 07:30","36673","40155"
"06.06.2016 07:30 - 06.06.2016 08:00","37129","40574"
"06.06.2016 08:00 - 06.06.2016 08:30","37798","41051"
"06.06.2016 08:30 - 06.06.2016 09:00","38071","41106"
"06.06.2016 09:00 - 06.06.2016 09:30","38276","41258"
"06.06.2016 09:30 - 06.06.2016 10:00","38670","41293"
"06.06.2016 10:00 - 06.06.2016 10:30","38867","41204"
"06.06.2016 10:30 - 06.06.2016 11:00","39178","41402"
"06.06.2016 11:00 - 06.06.2016 11:30","39249","41546"
"06.06.2016 11:30 - 06.06.2016 12:00","38870","41346"
"06.06.2016 12:00 - 06.06.2016 12:30","38605","41134"
"06.06.2016 12:30 - 06.06.2016 13:00","38701","40963"
"06.06.2016 13:00 - 06.06.2016 13:30","38538","40739"
"06.06.2016 13:30 - 06.06.2016 14:00","38276","40626"
"06.06.2016 14:00 - 06.06.2016 14:30","38208","40848"
"06.06.2016 14:30 - 06.06.2016 15:00","38459","41239"
"06.06.2016 15:00 - 06.06.2016 15:30","38911","41869"
"06.06.2016 15:30 - 06.06.2016 16:00","39306","42448"
"06.06.2016 16:00 - 06.06.2016 16:30","39043","42841"
"06.06.2016 16:30 - 06.06.2016 17:00","38494","42581"
