"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"10.01.2018 01:00 - 10.01.2018 01:30","30566","33079"
"10.01.2018 01:30 - 10.01.2018 02:00","29809","32277"
"10.01.2018 02:00 - 10.01.2018 02:30","29422","31858"
"10.01.2018 02:30 - 10.01.2018 03:00","29301","31778"
"10.01.2018 03:00 - 10.01.2018 03:30","29016","31197"
"10.01.2018 03:30 - 10.01.2018 04:00","28774","30788"
"10.01.2018 04:00 - 10.01.2018 04:30","28643","30605"
"10.01.2018 04:30 - 10.01.2018 05:00","28788","30569"
"10.01.2018 05:00 - 10.01.2018 05:30","29563","31438"
"10.01.2018 05:30 - 10.01.2018 06:00","31963","32890"
"10.01.2018 06:00 - 10.01.2018 06:30","35531","36954"
"10.01.2018 06:30 - 10.01.2018 07:00","39521","40334"
"10.01.2018 07:00 - 10.01.2018 07:30","42724","43976"
"10.01.2018 07:30 - 10.01.2018 08:00","43580","45834"
"10.01.2018 08:00 - 10.01.2018 08:30","43637","46481"
"10.01.2018 08:30 - 10.01.2018 09:00","44099","46474"
"10.01.2018 09:00 - 10.01.2018 09:30","44865","47173"
"10.01.2018 09:30 - 10.01.2018 10:00","44986","47413"
"10.01.2018 10:00 - 10.01.2018 10:30","45204","47524"
"10.01.2018 10:30 - 10.01.2018 11:00","45422","47390"
"10.01.2018 11:00 - 10.01.2018 11:30","45312","47365"
"10.01.2018 11:30 - 10.01.2018 12:00","45484","47379"
"10.01.2018 12:00 - 10.01.2018 12:30","45398","47489"
"10.01.2018 12:30 - 10.01.2018 13:00","45252","47217"
"10.01.2018 13:00 - 10.01.2018 13:30","44974","46966"
"10.01.2018 13:30 - 10.01.2018 14:00","44882","45807"
"10.01.2018 14:00 - 10.01.2018 14:30","44669","46226"
"10.01.2018 14:30 - 10.01.2018 15:00","44529","46049"
"10.01.2018 15:00 - 10.01.2018 15:30","45104","46021"
"10.01.2018 15:30 - 10.01.2018 16:00","46114","46679"
"10.01.2018 16:00 - 10.01.2018 16:30","48244","47281"
"10.01.2018 16:30 - 10.01.2018 17:00","50329","49114"
"10.01.2018 17:00 - 10.01.2018 17:30","50803","49485"
"10.01.2018 17:30 - 10.01.2018 18:00","50418","49276"
"10.01.2018 18:00 - 10.01.2018 18:30","49823","49072"
"10.01.2018 18:30 - 10.01.2018 19:00","48944","49270"
"10.01.2018 19:00 - 10.01.2018 19:30","47787","49032"
"10.01.2018 19:30 - 10.01.2018 20:00","46560","48092"
"10.01.2018 20:00 - 10.01.2018 20:30","44850","46899"
"10.01.2018 20:30 - 10.01.2018 21:00","42765","45056"
"10.01.2018 21:00 - 10.01.2018 21:30","40611","43280"
"10.01.2018 21:30 - 10.01.2018 22:00","38203","41158"
"10.01.2018 22:00 - 10.01.2018 22:30","36087","39127"
"10.01.2018 22:30 - 10.01.2018 23:00","33886","37268"
"10.01.2018 23:00 - 10.01.2018 23:30","31992","34370"
"10.01.2018 23:30 - 11.01.2018 00:00","31210","32533"
"11.01.2018 00:00 - 11.01.2018 00:30","30941","32470"
"11.01.2018 00:30 - 11.01.2018 01:00","31070","33119"
"11.01.2018 01:00 - 11.01.2018 01:30","30567","32921"
"11.01.2018 01:30 - 11.01.2018 02:00","29998","32278"
"11.01.2018 02:00 - 11.01.2018 02:30","29746","31751"
"11.01.2018 02:30 - 11.01.2018 03:00","29558","31534"
"11.01.2018 03:00 - 11.01.2018 03:30","29127","30994"
"11.01.2018 03:30 - 11.01.2018 04:00","28712","30506"
"11.01.2018 04:00 - 11.01.2018 04:30","28567","30262"
"11.01.2018 04:30 - 11.01.2018 05:00","28846","30431"
"11.01.2018 05:00 - 11.01.2018 05:30","29667","31286"
"11.01.2018 05:30 - 11.01.2018 06:00","32058","33014"
"11.01.2018 06:00 - 11.01.2018 06:30","35585","36666"
"11.01.2018 06:30 - 11.01.2018 07:00","39387","39916"
"11.01.2018 07:00 - 11.01.2018 07:30","42533","43566"
"11.01.2018 07:30 - 11.01.2018 08:00","43844","45611"
"11.01.2018 08:00 - 11.01.2018 08:30","44098","46292"
"11.01.2018 08:30 - 11.01.2018 09:00","44506","46459"
"11.01.2018 09:00 - 11.01.2018 09:30","45125","47508"
"11.01.2018 09:30 - 11.01.2018 10:00","45220","47769"
"11.01.2018 10:00 - 11.01.2018 10:30","45468","47890"
"11.01.2018 10:30 - 11.01.2018 11:00","45786","47934"
"11.01.2018 11:00 - 11.01.2018 11:30","45933","48061"
"11.01.2018 11:30 - 11.01.2018 12:00","46148","47992"
"11.01.2018 12:00 - 11.01.2018 12:30","46187","48064"
"11.01.2018 12:30 - 11.01.2018 13:00","46193","47777"
"11.01.2018 13:00 - 11.01.2018 13:30","46126","47834"
"11.01.2018 13:30 - 11.01.2018 14:00","46199","47243"
"11.01.2018 14:00 - 11.01.2018 14:30","46166","47198"
"11.01.2018 14:30 - 11.01.2018 15:00","46016","46963"
"11.01.2018 15:00 - 11.01.2018 15:30","46403","46844"
"11.01.2018 15:30 - 11.01.2018 16:00","47413","47349"
"11.01.2018 16:00 - 11.01.2018 16:30","48984","48399"
"11.01.2018 16:30 - 11.01.2018 17:00","50344","49281"
"11.01.2018 17:00 - 11.01.2018 17:30","50489","49447"
"11.01.2018 17:30 - 11.01.2018 18:00","49935","49273"
"11.01.2018 18:00 - 11.01.2018 18:30","49532","49034"
"11.01.2018 18:30 - 11.01.2018 19:00","48868","48859"
"11.01.2018 19:00 - 11.01.2018 19:30","47840","48927"
"11.01.2018 19:30 - 11.01.2018 20:00","46577","48157"
"11.01.2018 20:00 - 11.01.2018 20:30","44683","46970"
"11.01.2018 20:30 - 11.01.2018 21:00","42570","45596"
"11.01.2018 21:00 - 11.01.2018 21:30","40565","43707"
"11.01.2018 21:30 - 11.01.2018 22:00","38271","41366"
"11.01.2018 22:00 - 11.01.2018 22:30","36021","39236"
"11.01.2018 22:30 - 11.01.2018 23:00","33802","37375"
"11.01.2018 23:00 - 11.01.2018 23:30","32064","35425"
"11.01.2018 23:30 - 12.01.2018 00:00","31124","34412"
"12.01.2018 00:00 - 12.01.2018 00:30","30912","33973"
"12.01.2018 00:30 - 12.01.2018 01:00","31170","34318"
"12.01.2018 01:00 - 12.01.2018 01:30","30548","33523"
"12.01.2018 01:30 - 12.01.2018 02:00","29731","32556"
"12.01.2018 02:00 - 12.01.2018 02:30","29442","31992"
"12.01.2018 02:30 - 12.01.2018 03:00","29328","31915"
"12.01.2018 03:00 - 12.01.2018 03:30","28848","31500"
"12.01.2018 03:30 - 12.01.2018 04:00","28402","31012"
"12.01.2018 04:00 - 12.01.2018 04:30","28254","30797"
"12.01.2018 04:30 - 12.01.2018 05:00","28378","30743"
"12.01.2018 05:00 - 12.01.2018 05:30","29078","31470"
"12.01.2018 05:30 - 12.01.2018 06:00","31413","33142"
"12.01.2018 06:00 - 12.01.2018 06:30","34874","37141"
"12.01.2018 06:30 - 12.01.2018 07:00","38680","40377"
"12.01.2018 07:00 - 12.01.2018 07:30","41864","44123"
"12.01.2018 07:30 - 12.01.2018 08:00","43321","46167"
"12.01.2018 08:00 - 12.01.2018 08:30","43622","46971"
"12.01.2018 08:30 - 12.01.2018 09:00","43949","46984"
"12.01.2018 09:00 - 12.01.2018 09:30","44663","47705"
"12.01.2018 09:30 - 12.01.2018 10:00","45007","47876"
"12.01.2018 10:00 - 12.01.2018 10:30","45336","48112"
"12.01.2018 10:30 - 12.01.2018 11:00","45396","48003"
"12.01.2018 11:00 - 12.01.2018 11:30","45172","47943"
"12.01.2018 11:30 - 12.01.2018 12:00","45069","47846"
"12.01.2018 12:00 - 12.01.2018 12:30","44865","47967"
"12.01.2018 12:30 - 12.01.2018 13:00","44667","47837"
"12.01.2018 13:00 - 12.01.2018 13:30","44461","47908"
"12.01.2018 13:30 - 12.01.2018 14:00","44429","48165"
"12.01.2018 14:00 - 12.01.2018 14:30","44306","47583"
"12.01.2018 14:30 - 12.01.2018 15:00","44017","47099"
"12.01.2018 15:00 - 12.01.2018 15:30","44044","46803"
"12.01.2018 15:30 - 12.01.2018 16:00","44598","47567"
"12.01.2018 16:00 - 12.01.2018 16:30","45963","48180"
"12.01.2018 16:30 - 12.01.2018 17:00","47592","49953"
"12.01.2018 17:00 - 12.01.2018 17:30","48076","50379"
"12.01.2018 17:30 - 12.01.2018 18:00","47337","49741"
"12.01.2018 18:00 - 12.01.2018 18:30","46597","48871"
"12.01.2018 18:30 - 12.01.2018 19:00","45795","48208"
"12.01.2018 19:00 - 12.01.2018 19:30","44595","47710"
"12.01.2018 19:30 - 12.01.2018 20:00","43187","46581"
"12.01.2018 20:00 - 12.01.2018 20:30","41527","45746"
"12.01.2018 20:30 - 12.01.2018 21:00","39856","44260"
"12.01.2018 21:00 - 12.01.2018 21:30","38045","42611"
"12.01.2018 21:30 - 12.01.2018 22:00","36213","40748"
"12.01.2018 22:00 - 12.01.2018 22:30","34734","38705"
"12.01.2018 22:30 - 12.01.2018 23:00","32978","37100"
"12.01.2018 23:00 - 12.01.2018 23:30","31146","35166"
"12.01.2018 23:30 - 13.01.2018 00:00","30490","34063"
"13.01.2018 00:00 - 13.01.2018 00:30","31094","33635"
"13.01.2018 00:30 - 13.01.2018 01:00","31127","33919"
"13.01.2018 01:00 - 13.01.2018 01:30","30454","32839"
"13.01.2018 01:30 - 13.01.2018 02:00","29675","31210"
"13.01.2018 02:00 - 13.01.2018 02:30","29210","30529"
"13.01.2018 02:30 - 13.01.2018 03:00","28803","30044"
"13.01.2018 03:00 - 13.01.2018 03:30","28248","29517"
"13.01.2018 03:30 - 13.01.2018 04:00","27623","28864"
"13.01.2018 04:00 - 13.01.2018 04:30","27183","28589"
"13.01.2018 04:30 - 13.01.2018 05:00","27170","28403"
"13.01.2018 05:00 - 13.01.2018 05:30","27357","28650"
"13.01.2018 05:30 - 13.01.2018 06:00","28262","29371"
"13.01.2018 06:00 - 13.01.2018 06:30","29623","30735"
"13.01.2018 06:30 - 13.01.2018 07:00","30950","32148"
"13.01.2018 07:00 - 13.01.2018 07:30","32329","34834"
"13.01.2018 07:30 - 13.01.2018 08:00","33762","35990"
"13.01.2018 08:00 - 13.01.2018 08:30","35623","37419"
"13.01.2018 08:30 - 13.01.2018 09:00","37555","39018"
"13.01.2018 09:00 - 13.01.2018 09:30","38943","40754"
"13.01.2018 09:30 - 13.01.2018 10:00","39763","41825"
"13.01.2018 10:00 - 13.01.2018 10:30","40189","42691"
"13.01.2018 10:30 - 13.01.2018 11:00","40261","43123"
"13.01.2018 11:00 - 13.01.2018 11:30","40215","43302"
"13.01.2018 11:30 - 13.01.2018 12:00","40311","43494"
"13.01.2018 12:00 - 13.01.2018 12:30","40382","43339"
"13.01.2018 12:30 - 13.01.2018 13:00","40343","43197"
"13.01.2018 13:00 - 13.01.2018 13:30","40089","43119"
"13.01.2018 13:30 - 13.01.2018 14:00","39895","43328"
"13.01.2018 14:00 - 13.01.2018 14:30","39673","42778"
"13.01.2018 14:30 - 13.01.2018 15:00","39496","42601"
"13.01.2018 15:00 - 13.01.2018 15:30","39776","42591"
"13.01.2018 15:30 - 13.01.2018 16:00","40722","42990"
"13.01.2018 16:00 - 13.01.2018 16:30","42766","44110"
"13.01.2018 16:30 - 13.01.2018 17:00","44337","45754"
"13.01.2018 17:00 - 13.01.2018 17:30","44751","46882"
"13.01.2018 17:30 - 13.01.2018 18:00","44515","46949"
"13.01.2018 18:00 - 13.01.2018 18:30","43544","46415"
"13.01.2018 18:30 - 13.01.2018 19:00","42351","45403"
"13.01.2018 19:00 - 13.01.2018 19:30","41175","44253"
"13.01.2018 19:30 - 13.01.2018 20:00","39874","42920"
"13.01.2018 20:00 - 13.01.2018 20:30","38458","41806"
"13.01.2018 20:30 - 13.01.2018 21:00","37091","40366"
"13.01.2018 21:00 - 13.01.2018 21:30","35722","39145"
"13.01.2018 21:30 - 13.01.2018 22:00","34235","37863"
"13.01.2018 22:00 - 13.01.2018 22:30","33084","36450"
"13.01.2018 22:30 - 13.01.2018 23:00","31755","35543"
"13.01.2018 23:00 - 13.01.2018 23:30","30302","34170"
"13.01.2018 23:30 - 14.01.2018 00:00","29733","33160"
"14.01.2018 00:00 - 14.01.2018 00:30","29659","32378"
"14.01.2018 00:30 - 14.01.2018 01:00","29640","32671"
"14.01.2018 01:00 - 14.01.2018 01:30","29054","31794"
"14.01.2018 01:30 - 14.01.2018 02:00","28384","30751"
"14.01.2018 02:00 - 14.01.2018 02:30","27957","29738"
"14.01.2018 02:30 - 14.01.2018 03:00","27504","29483"
"14.01.2018 03:00 - 14.01.2018 03:30","26853","28780"
"14.01.2018 03:30 - 14.01.2018 04:00","26238","28174"
"14.01.2018 04:00 - 14.01.2018 04:30","25868","27771"
"14.01.2018 04:30 - 14.01.2018 05:00","25802","27518"
"14.01.2018 05:00 - 14.01.2018 05:30","25771","27608"
"14.01.2018 05:30 - 14.01.2018 06:00","26078","27788"
"14.01.2018 06:00 - 14.01.2018 06:30","26672","29002"
"14.01.2018 06:30 - 14.01.2018 07:00","27426","30251"
"14.01.2018 07:00 - 14.01.2018 07:30","28215","32023"
"14.01.2018 07:30 - 14.01.2018 08:00","29230","32866"
"14.01.2018 08:00 - 14.01.2018 08:30","30918","34389"
"14.01.2018 08:30 - 14.01.2018 09:00","33023","36105"
"14.01.2018 09:00 - 14.01.2018 09:30","35087","38004"
"14.01.2018 09:30 - 14.01.2018 10:00","36508","39428"
"14.01.2018 10:00 - 14.01.2018 10:30","37531","40782"
"14.01.2018 10:30 - 14.01.2018 11:00","38569","41494"
"14.01.2018 11:00 - 14.01.2018 11:30","39316","42261"
"14.01.2018 11:30 - 14.01.2018 12:00","39682","42658"
"14.01.2018 12:00 - 14.01.2018 12:30","39933","43078"
"14.01.2018 12:30 - 14.01.2018 13:00","40006","43320"
"14.01.2018 13:00 - 14.01.2018 13:30","39959","43373"
"14.01.2018 13:30 - 14.01.2018 14:00","39936","43123"
"14.01.2018 14:00 - 14.01.2018 14:30","39655","43078"
"14.01.2018 14:30 - 14.01.2018 15:00","39599","43177"
"14.01.2018 15:00 - 14.01.2018 15:30","39984","43559"
"14.01.2018 15:30 - 14.01.2018 16:00","40823","44467"
"14.01.2018 16:00 - 14.01.2018 16:30","42679","45994"
"14.01.2018 16:30 - 14.01.2018 17:00","44504","48020"
"14.01.2018 17:00 - 14.01.2018 17:30","44884","48937"
"14.01.2018 17:30 - 14.01.2018 18:00","44361","48386"
"14.01.2018 18:00 - 14.01.2018 18:30","43796","47968"
"14.01.2018 18:30 - 14.01.2018 19:00","42834","46884"
"14.01.2018 19:00 - 14.01.2018 19:30","41763","45378"
"14.01.2018 19:30 - 14.01.2018 20:00","40655","44282"
"14.01.2018 20:00 - 14.01.2018 20:30","39355","43460"
"14.01.2018 20:30 - 14.01.2018 21:00","37808","41802"
"14.01.2018 21:00 - 14.01.2018 21:30","35846","39956"
"14.01.2018 21:30 - 14.01.2018 22:00","33949","37919"
"14.01.2018 22:00 - 14.01.2018 22:30","32378","35811"
"14.01.2018 22:30 - 14.01.2018 23:00","30668","34012"
"14.01.2018 23:00 - 14.01.2018 23:30","29095","31682"
"14.01.2018 23:30 - 15.01.2018 00:00","28455","30377"
"15.01.2018 00:00 - 15.01.2018 00:30","28845","29229"
"15.01.2018 00:30 - 15.01.2018 01:00","29018","29172"
"15.01.2018 01:00 - 15.01.2018 01:30","28554","28787"
"15.01.2018 01:30 - 15.01.2018 02:00","27932","28310"
"15.01.2018 02:00 - 15.01.2018 02:30","27703","27953"
"15.01.2018 02:30 - 15.01.2018 03:00","27523","27909"
"15.01.2018 03:00 - 15.01.2018 03:30","27128","27463"
"15.01.2018 03:30 - 15.01.2018 04:00","26793","27043"
"15.01.2018 04:00 - 15.01.2018 04:30","26626","26964"
"15.01.2018 04:30 - 15.01.2018 05:00","27022","26955"
"15.01.2018 05:00 - 15.01.2018 05:30","28025","28099"
"15.01.2018 05:30 - 15.01.2018 06:00","30402","30348"
"15.01.2018 06:00 - 15.01.2018 06:30","33771","35195"
"15.01.2018 06:30 - 15.01.2018 07:00","37490","38657"
"15.01.2018 07:00 - 15.01.2018 07:30","40773","42225"
"15.01.2018 07:30 - 15.01.2018 08:00","42366","44038"
"15.01.2018 08:00 - 15.01.2018 08:30","42857","45125"
"15.01.2018 08:30 - 15.01.2018 09:00","43274","45296"
"15.01.2018 09:00 - 15.01.2018 09:30","43873","45963"
"15.01.2018 09:30 - 15.01.2018 10:00","43841","46374"
"15.01.2018 10:00 - 15.01.2018 10:30","43869","46893"
"15.01.2018 10:30 - 15.01.2018 11:00","44120","47491"
"15.01.2018 11:00 - 15.01.2018 11:30","44308","47912"
"15.01.2018 11:30 - 15.01.2018 12:00","44524","48035"
"15.01.2018 12:00 - 15.01.2018 12:30","44604","48022"
"15.01.2018 12:30 - 15.01.2018 13:00","44810","47717"
"15.01.2018 13:00 - 15.01.2018 13:30","44856","47394"
"15.01.2018 13:30 - 15.01.2018 14:00","44734","46404"
"15.01.2018 14:00 - 15.01.2018 14:30","44513","46526"
"15.01.2018 14:30 - 15.01.2018 15:00","44117","46068"
"15.01.2018 15:00 - 15.01.2018 15:30","44470","45884"
"15.01.2018 15:30 - 15.01.2018 16:00","46073","46384"
"15.01.2018 16:00 - 15.01.2018 16:30","48126","46722"
"15.01.2018 16:30 - 15.01.2018 17:00","49969","48901"
"15.01.2018 17:00 - 15.01.2018 17:30","50296","50178"
"15.01.2018 17:30 - 15.01.2018 18:00","49510","50050"
"15.01.2018 18:00 - 15.01.2018 18:30","49021","49577"
"15.01.2018 18:30 - 15.01.2018 19:00","48364","48910"
"15.01.2018 19:00 - 15.01.2018 19:30","47068","48586"
"15.01.2018 19:30 - 15.01.2018 20:00","45425","47560"
"15.01.2018 20:00 - 15.01.2018 20:30","43766","46565"
"15.01.2018 20:30 - 15.01.2018 21:00","41820","44635"
"15.01.2018 21:00 - 15.01.2018 21:30","39405","42905"
"15.01.2018 21:30 - 15.01.2018 22:00","37000","40591"
"15.01.2018 22:00 - 15.01.2018 22:30","34873","38535"
"15.01.2018 22:30 - 15.01.2018 23:00","32606","36584"
"15.01.2018 23:00 - 15.01.2018 23:30","30815","33837"
"15.01.2018 23:30 - 16.01.2018 00:00","30473","32672"
"16.01.2018 00:00 - 16.01.2018 00:30","30095","32387"
"16.01.2018 00:30 - 16.01.2018 01:00","30120","32199"
"16.01.2018 01:00 - 16.01.2018 01:30","29640","31405"
"16.01.2018 01:30 - 16.01.2018 02:00","29184","30728"
"16.01.2018 02:00 - 16.01.2018 02:30","29084","30046"
"16.01.2018 02:30 - 16.01.2018 03:00","28945","29863"
"16.01.2018 03:00 - 16.01.2018 03:30","28412","29368"
"16.01.2018 03:30 - 16.01.2018 04:00","28008","28848"
"16.01.2018 04:00 - 16.01.2018 04:30","27792","28681"
"16.01.2018 04:30 - 16.01.2018 05:00","27848","28719"
"16.01.2018 05:00 - 16.01.2018 05:30","28637","29586"
"16.01.2018 05:30 - 16.01.2018 06:00","30953","31642"
"16.01.2018 06:00 - 16.01.2018 06:30","34318","36090"
"16.01.2018 06:30 - 16.01.2018 07:00","38144","39495"
"16.01.2018 07:00 - 16.01.2018 07:30","41311","43764"
"16.01.2018 07:30 - 16.01.2018 08:00","42492","45869"
"16.01.2018 08:00 - 16.01.2018 08:30","42795","46662"
"16.01.2018 08:30 - 16.01.2018 09:00","43298","46733"
"16.01.2018 09:00 - 16.01.2018 09:30","43880","47389"
"16.01.2018 09:30 - 16.01.2018 10:00","43958","47544"
"16.01.2018 10:00 - 16.01.2018 10:30","44228","47585"
"16.01.2018 10:30 - 16.01.2018 11:00","44544","47374"
"16.01.2018 11:00 - 16.01.2018 11:30","44780","47618"
"16.01.2018 11:30 - 16.01.2018 12:00","45206","47872"
"16.01.2018 12:00 - 16.01.2018 12:30","45351","46922"
"16.01.2018 12:30 - 16.01.2018 13:00","45476","47760"
"16.01.2018 13:00 - 16.01.2018 13:30","45363","47678"
"16.01.2018 13:30 - 16.01.2018 14:00","45437","47560"
"16.01.2018 14:00 - 16.01.2018 14:30","45532","47728"
"16.01.2018 14:30 - 16.01.2018 15:00","45373","47518"
"16.01.2018 15:00 - 16.01.2018 15:30","45558","47463"
"16.01.2018 15:30 - 16.01.2018 16:00","46626","48393"
"16.01.2018 16:00 - 16.01.2018 16:30","48710","48931"
"16.01.2018 16:30 - 16.01.2018 17:00","50362","50706"
"16.01.2018 17:00 - 16.01.2018 17:30","50581","51332"
"16.01.2018 17:30 - 16.01.2018 18:00","49984","50717"
"16.01.2018 18:00 - 16.01.2018 18:30","49443","50516"
"16.01.2018 18:30 - 16.01.2018 19:00","48768","49895"
"16.01.2018 19:00 - 16.01.2018 19:30","47609","49788"
"16.01.2018 19:30 - 16.01.2018 20:00","46251","48862"
"16.01.2018 20:00 - 16.01.2018 20:30","44583","47774"
"16.01.2018 20:30 - 16.01.2018 21:00","42593","46199"
"16.01.2018 21:00 - 16.01.2018 21:30","40356","44332"
"16.01.2018 21:30 - 16.01.2018 22:00","37957","42266"
"16.01.2018 22:00 - 16.01.2018 22:30","35692","40218"
"16.01.2018 22:30 - 16.01.2018 23:00","33400","38051"
"16.01.2018 23:00 - 16.01.2018 23:30","31476","35636"
"16.01.2018 23:30 - 17.01.2018 00:00","30376","34009"
"17.01.2018 00:00 - 17.01.2018 00:30","30021","33505"
"17.01.2018 00:30 - 17.01.2018 01:00","30170","33656"
"17.01.2018 01:00 - 17.01.2018 01:30","29953","32886"
"17.01.2018 01:30 - 17.01.2018 02:00","29541","32175"
"17.01.2018 02:00 - 17.01.2018 02:30","29612","31445"
"17.01.2018 02:30 - 17.01.2018 03:00","29654","31233"
"17.01.2018 03:00 - 17.01.2018 03:30","29174","30764"
"17.01.2018 03:30 - 17.01.2018 04:00","28767","30197"
"17.01.2018 04:00 - 17.01.2018 04:30","28579","29956"
"17.01.2018 04:30 - 17.01.2018 05:00","28791","29974"
"17.01.2018 05:00 - 17.01.2018 05:30","29648","31091"
"17.01.2018 05:30 - 17.01.2018 06:00","32033","32745"
"17.01.2018 06:00 - 17.01.2018 06:30","35449","36711"
"17.01.2018 06:30 - 17.01.2018 07:00","39276","40998"
"17.01.2018 07:00 - 17.01.2018 07:30","42381","44883"
"17.01.2018 07:30 - 17.01.2018 08:00","43300","47025"
"17.01.2018 08:00 - 17.01.2018 08:30","43332","47534"
"17.01.2018 08:30 - 17.01.2018 09:00","43538","47804"
"17.01.2018 09:00 - 17.01.2018 09:30","44201","48706"
"17.01.2018 09:30 - 17.01.2018 10:00","44358","48911"
"17.01.2018 10:00 - 17.01.2018 10:30","44526","48710"
"17.01.2018 10:30 - 17.01.2018 11:00","44791","48521"
"17.01.2018 11:00 - 17.01.2018 11:30","44860","48342"
"17.01.2018 11:30 - 17.01.2018 12:00","45176","48316"
"17.01.2018 12:00 - 17.01.2018 12:30","45253","48227"
"17.01.2018 12:30 - 17.01.2018 13:00","45273","47933"
"17.01.2018 13:00 - 17.01.2018 13:30","45055","48017"
"17.01.2018 13:30 - 17.01.2018 14:00","45035","47434"
"17.01.2018 14:00 - 17.01.2018 14:30","44848","47342"
"17.01.2018 14:30 - 17.01.2018 15:00","44728","46985"
"17.01.2018 15:00 - 17.01.2018 15:30","45217","46671"
"17.01.2018 15:30 - 17.01.2018 16:00","46124","47085"
"17.01.2018 16:00 - 17.01.2018 16:30","48083","47530"
"17.01.2018 16:30 - 17.01.2018 17:00","50020","50118"
"17.01.2018 17:00 - 17.01.2018 17:30","50467","51390"
"17.01.2018 17:30 - 17.01.2018 18:00","50019","51521"
"17.01.2018 18:00 - 17.01.2018 18:30","49398","51006"
"17.01.2018 18:30 - 17.01.2018 19:00","48504","50259"
"17.01.2018 19:00 - 17.01.2018 19:30","47269","49734"
"17.01.2018 19:30 - 17.01.2018 20:00","45967","48605"
"17.01.2018 20:00 - 17.01.2018 20:30","44389","47784"
"17.01.2018 20:30 - 17.01.2018 21:00","42266","46063"
"17.01.2018 21:00 - 17.01.2018 21:30","39950","44547"
"17.01.2018 21:30 - 17.01.2018 22:00","37461","42506"
"17.01.2018 22:00 - 17.01.2018 22:30","35299","40576"
"17.01.2018 22:30 - 17.01.2018 23:00","33096","38611"
"17.01.2018 23:00 - 17.01.2018 23:30","31128","35507"
"17.01.2018 23:30 - 18.01.2018 00:00","30550","33710"
"18.01.2018 00:00 - 18.01.2018 00:30","31362","33533"
"18.01.2018 00:30 - 18.01.2018 01:00","31367","33768"
"18.01.2018 01:00 - 18.01.2018 01:30","30657","33435"
"18.01.2018 01:30 - 18.01.2018 02:00","29865","32731"
"18.01.2018 02:00 - 18.01.2018 02:30","29387","32296"
"18.01.2018 02:30 - 18.01.2018 03:00","29122","32250"
"18.01.2018 03:00 - 18.01.2018 03:30","28674","31740"
"18.01.2018 03:30 - 18.01.2018 04:00","28280","31055"
"18.01.2018 04:00 - 18.01.2018 04:30","28250","30353"
"18.01.2018 04:30 - 18.01.2018 05:00","28623","30501"
"18.01.2018 05:00 - 18.01.2018 05:30","29389","32096"
"18.01.2018 05:30 - 18.01.2018 06:00","31656","33614"
"18.01.2018 06:00 - 18.01.2018 06:30","35012","37306"
"18.01.2018 06:30 - 18.01.2018 07:00","38857","40777"
"18.01.2018 07:00 - 18.01.2018 07:30","41997","44037"
"18.01.2018 07:30 - 18.01.2018 08:00","43238","45565"
